"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"29/11/2024 20:00:00 - 29/11/2024 21:00:00","BZN|CZ","Without Sequence","129.93","",""
"29/11/2024 21:00:00 - 29/11/2024 22:00:00","BZN|CZ","Without Sequence","121.15","",""
"29/11/2024 22:00:00 - 29/11/2024 23:00:00","BZN|CZ","Without Sequence","116.33","",""
"29/11/2024 23:00:00 - 30/11/2024 00:00:00","BZN|CZ","Without Sequence","107.31","",""
"30/11/2024 00:00:00 - 30/11/2024 01:00:00","BZN|CZ","Without Sequence","105.73","",""
"30/11/2024 01:00:00 - 30/11/2024 02:00:00","BZN|CZ","Without Sequence","99.03","",""
"30/11/2024 02:00:00 - 30/11/2024 03:00:00","BZN|CZ","Without Sequence","105.01","",""
"30/11/2024 03:00:00 - 30/11/2024 04:00:00","BZN|CZ","Without Sequence","102.89","",""
"30/11/2024 04:00:00 - 30/11/2024 05:00:00","BZN|CZ","Without Sequence","105.01","",""
"30/11/2024 05:00:00 - 30/11/2024 06:00:00","BZN|CZ","Without Sequence","105.30","",""
"30/11/2024 06:00:00 - 30/11/2024 07:00:00","BZN|CZ","Without Sequence","106.45","",""
"30/11/2024 07:00:00 - 30/11/2024 08:00:00","BZN|CZ","Without Sequence","123.97","",""
"30/11/2024 08:00:00 - 30/11/2024 09:00:00","BZN|CZ","Without Sequence","132.79","",""
"30/11/2024 09:00:00 - 30/11/2024 10:00:00","BZN|CZ","Without Sequence","117.99","",""
"30/11/2024 10:00:00 - 30/11/2024 11:00:00","BZN|CZ","Without Sequence","107.15","",""
"30/11/2024 11:00:00 - 30/11/2024 12:00:00","BZN|CZ","Without Sequence","106.09","",""
"30/11/2024 12:00:00 - 30/11/2024 13:00:00","BZN|CZ","Without Sequence","105.32","",""
"30/11/2024 13:00:00 - 30/11/2024 14:00:00","BZN|CZ","Without Sequence","107.76","",""
"30/11/2024 14:00:00 - 30/11/2024 15:00:00","BZN|CZ","Without Sequence","111.73","",""
"30/11/2024 15:00:00 - 30/11/2024 16:00:00","BZN|CZ","Without Sequence","135.26","",""
"30/11/2024 16:00:00 - 30/11/2024 17:00:00","BZN|CZ","Without Sequence","145.48","",""
"30/11/2024 17:00:00 - 30/11/2024 18:00:00","BZN|CZ","Without Sequence","147.23","",""
"30/11/2024 18:00:00 - 30/11/2024 19:00:00","BZN|CZ","Without Sequence","141.39","",""
"30/11/2024 19:00:00 - 30/11/2024 20:00:00","BZN|CZ","Without Sequence","131.96","",""
"30/11/2024 20:00:00 - 30/11/2024 21:00:00","BZN|CZ","Without Sequence","124.51","",""
"30/11/2024 21:00:00 - 30/11/2024 22:00:00","BZN|CZ","Without Sequence","115.08","",""
"30/11/2024 22:00:00 - 30/11/2024 23:00:00","BZN|CZ","Without Sequence","114.78","",""
"30/11/2024 23:00:00 - 01/12/2024 00:00:00","BZN|CZ","Without Sequence","106.67","",""
"01/12/2024 00:00:00 - 01/12/2024 01:00:00","BZN|CZ","Without Sequence","99.66","",""
"01/12/2024 01:00:00 - 01/12/2024 02:00:00","BZN|CZ","Without Sequence","90.01","",""
"01/12/2024 02:00:00 - 01/12/2024 03:00:00","BZN|CZ","Without Sequence","88.14","",""
"01/12/2024 03:00:00 - 01/12/2024 04:00:00","BZN|CZ","Without Sequence","85.70","",""
"01/12/2024 04:00:00 - 01/12/2024 05:00:00","BZN|CZ","Without Sequence","84.88","",""
"01/12/2024 05:00:00 - 01/12/2024 06:00:00","BZN|CZ","Without Sequence","85.53","",""
"01/12/2024 06:00:00 - 01/12/2024 07:00:00","BZN|CZ","Without Sequence","84.64","",""
"01/12/2024 07:00:00 - 01/12/2024 08:00:00","BZN|CZ","Without Sequence","90.05","",""
"01/12/2024 08:00:00 - 01/12/2024 09:00:00","BZN|CZ","Without Sequence","99.72","",""
"01/12/2024 09:00:00 - 01/12/2024 10:00:00","BZN|CZ","Without Sequence","94.60","",""
"01/12/2024 10:00:00 - 01/12/2024 11:00:00","BZN|CZ","Without Sequence","89.30","",""
"01/12/2024 11:00:00 - 01/12/2024 12:00:00","BZN|CZ","Without Sequence","82.38","",""
"01/12/2024 12:00:00 - 01/12/2024 13:00:00","BZN|CZ","Without Sequence","85.25","",""
"01/12/2024 13:00:00 - 01/12/2024 14:00:00","BZN|CZ","Without Sequence","83.08","",""
"01/12/2024 14:00:00 - 01/12/2024 15:00:00","BZN|CZ","Without Sequence","96.66","",""
"01/12/2024 15:00:00 - 01/12/2024 16:00:00","BZN|CZ","Without Sequence","109.19","",""
"01/12/2024 16:00:00 - 01/12/2024 17:00:00","BZN|CZ","Without Sequence","127.76","",""
"01/12/2024 17:00:00 - 01/12/2024 18:00:00","BZN|CZ","Without Sequence","143.61","",""
"01/12/2024 18:00:00 - 01/12/2024 19:00:00","BZN|CZ","Without Sequence","154.64","",""
"01/12/2024 19:00:00 - 01/12/2024 20:00:00","BZN|CZ","Without Sequence","162.46","",""
"01/12/2024 20:00:00 - 01/12/2024 21:00:00","BZN|CZ","Without Sequence","149.05","",""
"01/12/2024 21:00:00 - 01/12/2024 22:00:00","BZN|CZ","Without Sequence","127.14","",""
"01/12/2024 22:00:00 - 01/12/2024 23:00:00","BZN|CZ","Without Sequence","110.00","",""
"01/12/2024 23:00:00 - 02/12/2024 00:00:00","BZN|CZ","Without Sequence","85.00","",""
"02/12/2024 00:00:00 - 02/12/2024 01:00:00","BZN|CZ","Without Sequence","93.01","",""
"02/12/2024 01:00:00 - 02/12/2024 02:00:00","BZN|CZ","Without Sequence","90.44","",""
"02/12/2024 02:00:00 - 02/12/2024 03:00:00","BZN|CZ","Without Sequence","84.00","",""
"02/12/2024 03:00:00 - 02/12/2024 04:00:00","BZN|CZ","Without Sequence","85.00","",""
"02/12/2024 04:00:00 - 02/12/2024 05:00:00","BZN|CZ","Without Sequence","112.36","",""
"02/12/2024 05:00:00 - 02/12/2024 06:00:00","BZN|CZ","Without Sequence","135.00","",""
"02/12/2024 06:00:00 - 02/12/2024 07:00:00","BZN|CZ","Without Sequence","148.76","",""
"02/12/2024 07:00:00 - 02/12/2024 08:00:00","BZN|CZ","Without Sequence","165.00","",""
"02/12/2024 08:00:00 - 02/12/2024 09:00:00","BZN|CZ","Without Sequence","165.85","",""
"02/12/2024 09:00:00 - 02/12/2024 10:00:00","BZN|CZ","Without Sequence","138.30","",""
"02/12/2024 10:00:00 - 02/12/2024 11:00:00","BZN|CZ","Without Sequence","142.16","",""
"02/12/2024 11:00:00 - 02/12/2024 12:00:00","BZN|CZ","Without Sequence","133.83","",""
"02/12/2024 12:00:00 - 02/12/2024 13:00:00","BZN|CZ","Without Sequence","124.34","",""
"02/12/2024 13:00:00 - 02/12/2024 14:00:00","BZN|CZ","Without Sequence","130.81","",""
"02/12/2024 14:00:00 - 02/12/2024 15:00:00","BZN|CZ","Without Sequence","143.46","",""
"02/12/2024 15:00:00 - 02/12/2024 16:00:00","BZN|CZ","Without Sequence","162.44","",""
"02/12/2024 16:00:00 - 02/12/2024 17:00:00","BZN|CZ","Without Sequence","168.02","",""
"02/12/2024 17:00:00 - 02/12/2024 18:00:00","BZN|CZ","Without Sequence","158.59","",""
"02/12/2024 18:00:00 - 02/12/2024 19:00:00","BZN|CZ","Without Sequence","164.82","",""
"02/12/2024 19:00:00 - 02/12/2024 20:00:00","BZN|CZ","Without Sequence","182.44","",""
"02/12/2024 20:00:00 - 02/12/2024 21:00:00","BZN|CZ","Without Sequence","177.81","",""
"02/12/2024 21:00:00 - 02/12/2024 22:00:00","BZN|CZ","Without Sequence","140.00","",""
"02/12/2024 22:00:00 - 02/12/2024 23:00:00","BZN|CZ","Without Sequence","150.00","",""
"02/12/2024 23:00:00 - 03/12/2024 00:00:00","BZN|CZ","Without Sequence","121.92","",""
"03/12/2024 00:00:00 - 03/12/2024 01:00:00","BZN|CZ","Without Sequence","122.79","",""
"03/12/2024 01:00:00 - 03/12/2024 02:00:00","BZN|CZ","Without Sequence","125.01","",""
"03/12/2024 02:00:00 - 03/12/2024 03:00:00","BZN|CZ","Without Sequence","125.01","",""
"03/12/2024 03:00:00 - 03/12/2024 04:00:00","BZN|CZ","Without Sequence","119.84","",""
"03/12/2024 04:00:00 - 03/12/2024 05:00:00","BZN|CZ","Without Sequence","121.24","",""
"03/12/2024 05:00:00 - 03/12/2024 06:00:00","BZN|CZ","Without Sequence","132.91","",""
"03/12/2024 06:00:00 - 03/12/2024 07:00:00","BZN|CZ","Without Sequence","153.44","",""
"03/12/2024 07:00:00 - 03/12/2024 08:00:00","BZN|CZ","Without Sequence","185.15","",""
"03/12/2024 08:00:00 - 03/12/2024 09:00:00","BZN|CZ","Without Sequence","185.00","",""
"03/12/2024 09:00:00 - 03/12/2024 10:00:00","BZN|CZ","Without Sequence","186.59","",""
"03/12/2024 10:00:00 - 03/12/2024 11:00:00","BZN|CZ","Without Sequence","185.00","",""
"03/12/2024 11:00:00 - 03/12/2024 12:00:00","BZN|CZ","Without Sequence","185.48","",""
"03/12/2024 12:00:00 - 03/12/2024 13:00:00","BZN|CZ","Without Sequence","192.63","",""
"03/12/2024 13:00:00 - 03/12/2024 14:00:00","BZN|CZ","Without Sequence","186.28","",""
"03/12/2024 14:00:00 - 03/12/2024 15:00:00","BZN|CZ","Without Sequence","180.00","",""
"03/12/2024 15:00:00 - 03/12/2024 16:00:00","BZN|CZ","Without Sequence","194.02","",""
"03/12/2024 16:00:00 - 03/12/2024 17:00:00","BZN|CZ","Without Sequence","210.19","",""
"03/12/2024 17:00:00 - 03/12/2024 18:00:00","BZN|CZ","Without Sequence","210.57","",""
"03/12/2024 18:00:00 - 03/12/2024 19:00:00","BZN|CZ","Without Sequence","197.88","",""
"03/12/2024 19:00:00 - 03/12/2024 20:00:00","BZN|CZ","Without Sequence","189.83","",""
"03/12/2024 20:00:00 - 03/12/2024 21:00:00","BZN|CZ","Without Sequence","171.22","",""
"03/12/2024 21:00:00 - 03/12/2024 22:00:00","BZN|CZ","Without Sequence","153.63","",""
"03/12/2024 22:00:00 - 03/12/2024 23:00:00","BZN|CZ","Without Sequence","142.08","",""
"03/12/2024 23:00:00 - 04/12/2024 00:00:00","BZN|CZ","Without Sequence","130.81","",""
"04/12/2024 00:00:00 - 04/12/2024 01:00:00","BZN|CZ","Without Sequence","122.55","",""
"04/12/2024 01:00:00 - 04/12/2024 02:00:00","BZN|CZ","Without Sequence","116.66","",""
"04/12/2024 02:00:00 - 04/12/2024 03:00:00","BZN|CZ","Without Sequence","112.79","",""
"04/12/2024 03:00:00 - 04/12/2024 04:00:00","BZN|CZ","Without Sequence","110.23","",""
"04/12/2024 04:00:00 - 04/12/2024 05:00:00","BZN|CZ","Without Sequence","116.66","",""
"04/12/2024 05:00:00 - 04/12/2024 06:00:00","BZN|CZ","Without Sequence","125.42","",""
"04/12/2024 06:00:00 - 04/12/2024 07:00:00","BZN|CZ","Without Sequence","147.17","",""
"04/12/2024 07:00:00 - 04/12/2024 08:00:00","BZN|CZ","Without Sequence","220.00","",""
"04/12/2024 08:00:00 - 04/12/2024 09:00:00","BZN|CZ","Without Sequence","277.78","",""
"04/12/2024 09:00:00 - 04/12/2024 10:00:00","BZN|CZ","Without Sequence","253.07","",""
"04/12/2024 10:00:00 - 04/12/2024 11:00:00","BZN|CZ","Without Sequence","217.11","",""
"04/12/2024 11:00:00 - 04/12/2024 12:00:00","BZN|CZ","Without Sequence","214.33","",""
"04/12/2024 12:00:00 - 04/12/2024 13:00:00","BZN|CZ","Without Sequence","207.12","",""
"04/12/2024 13:00:00 - 04/12/2024 14:00:00","BZN|CZ","Without Sequence","217.15","",""
"04/12/2024 14:00:00 - 04/12/2024 15:00:00","BZN|CZ","Without Sequence","230.35","",""
"04/12/2024 15:00:00 - 04/12/2024 16:00:00","BZN|CZ","Without Sequence","244.92","",""
"04/12/2024 16:00:00 - 04/12/2024 17:00:00","BZN|CZ","Without Sequence","263.45","",""
"04/12/2024 17:00:00 - 04/12/2024 18:00:00","BZN|CZ","Without Sequence","285.49","",""
"04/12/2024 18:00:00 - 04/12/2024 19:00:00","BZN|CZ","Without Sequence","228.89","",""
"04/12/2024 19:00:00 - 04/12/2024 20:00:00","BZN|CZ","Without Sequence","198.59","",""
"04/12/2024 20:00:00 - 04/12/2024 21:00:00","BZN|CZ","Without Sequence","164.13","",""
"04/12/2024 21:00:00 - 04/12/2024 22:00:00","BZN|CZ","Without Sequence","147.37","",""
"04/12/2024 22:00:00 - 04/12/2024 23:00:00","BZN|CZ","Without Sequence","128.03","",""
"04/12/2024 23:00:00 - 05/12/2024 00:00:00","BZN|CZ","Without Sequence","113.21","",""
"05/12/2024 00:00:00 - 05/12/2024 01:00:00","BZN|CZ","Without Sequence","114.77","",""
"05/12/2024 01:00:00 - 05/12/2024 02:00:00","BZN|CZ","Without Sequence","105.74","",""
"05/12/2024 02:00:00 - 05/12/2024 03:00:00","BZN|CZ","Without Sequence","103.74","",""
"05/12/2024 03:00:00 - 05/12/2024 04:00:00","BZN|CZ","Without Sequence","104.13","",""
"05/12/2024 04:00:00 - 05/12/2024 05:00:00","BZN|CZ","Without Sequence","107.90","",""
"05/12/2024 05:00:00 - 05/12/2024 06:00:00","BZN|CZ","Without Sequence","115.06","",""
"05/12/2024 06:00:00 - 05/12/2024 07:00:00","BZN|CZ","Without Sequence","145.88","",""
"05/12/2024 07:00:00 - 05/12/2024 08:00:00","BZN|CZ","Without Sequence","195.30","",""
"05/12/2024 08:00:00 - 05/12/2024 09:00:00","BZN|CZ","Without Sequence","186.35","",""
"05/12/2024 09:00:00 - 05/12/2024 10:00:00","BZN|CZ","Without Sequence","169.25","",""
"05/12/2024 10:00:00 - 05/12/2024 11:00:00","BZN|CZ","Without Sequence","150.78","",""
"05/12/2024 11:00:00 - 05/12/2024 12:00:00","BZN|CZ","Without Sequence","143.28","",""
"05/12/2024 12:00:00 - 05/12/2024 13:00:00","BZN|CZ","Without Sequence","142.13","",""
"05/12/2024 13:00:00 - 05/12/2024 14:00:00","BZN|CZ","Without Sequence","150.00","",""
"05/12/2024 14:00:00 - 05/12/2024 15:00:00","BZN|CZ","Without Sequence","160.87","",""
"05/12/2024 15:00:00 - 05/12/2024 16:00:00","BZN|CZ","Without Sequence","168.10","",""
"05/12/2024 16:00:00 - 05/12/2024 17:00:00","BZN|CZ","Without Sequence","136.24","",""
"05/12/2024 17:00:00 - 05/12/2024 18:00:00","BZN|CZ","Without Sequence","170.00","",""
"05/12/2024 18:00:00 - 05/12/2024 19:00:00","BZN|CZ","Without Sequence","173.54","",""
"05/12/2024 19:00:00 - 05/12/2024 20:00:00","BZN|CZ","Without Sequence","151.99","",""
"05/12/2024 20:00:00 - 05/12/2024 21:00:00","BZN|CZ","Without Sequence","145.00","",""
"05/12/2024 21:00:00 - 05/12/2024 22:00:00","BZN|CZ","Without Sequence","160.36","",""
"05/12/2024 22:00:00 - 05/12/2024 23:00:00","BZN|CZ","Without Sequence","143.07","",""
"05/12/2024 23:00:00 - 06/12/2024 00:00:00","BZN|CZ","Without Sequence","128.10","",""
"06/12/2024 00:00:00 - 06/12/2024 01:00:00","BZN|CZ","Without Sequence","143.22","",""
"06/12/2024 01:00:00 - 06/12/2024 02:00:00","BZN|CZ","Without Sequence","137.45","",""
"06/12/2024 02:00:00 - 06/12/2024 03:00:00","BZN|CZ","Without Sequence","120.01","",""
"06/12/2024 03:00:00 - 06/12/2024 04:00:00","BZN|CZ","Without Sequence","110.30","",""
"06/12/2024 04:00:00 - 06/12/2024 05:00:00","BZN|CZ","Without Sequence","110.30","",""
"06/12/2024 05:00:00 - 06/12/2024 06:00:00","BZN|CZ","Without Sequence","110.30","",""
"06/12/2024 06:00:00 - 06/12/2024 07:00:00","BZN|CZ","Without Sequence","128.60","",""
"06/12/2024 07:00:00 - 06/12/2024 08:00:00","BZN|CZ","Without Sequence","165.57","",""
"06/12/2024 08:00:00 - 06/12/2024 09:00:00","BZN|CZ","Without Sequence","172.97","",""
"06/12/2024 09:00:00 - 06/12/2024 10:00:00","BZN|CZ","Without Sequence","186.37","",""
"06/12/2024 10:00:00 - 06/12/2024 11:00:00","BZN|CZ","Without Sequence","175.38","",""
"06/12/2024 11:00:00 - 06/12/2024 12:00:00","BZN|CZ","Without Sequence","173.56","",""
"06/12/2024 12:00:00 - 06/12/2024 13:00:00","BZN|CZ","Without Sequence","151.79","",""
"06/12/2024 13:00:00 - 06/12/2024 14:00:00","BZN|CZ","Without Sequence","179.89","",""
"06/12/2024 14:00:00 - 06/12/2024 15:00:00","BZN|CZ","Without Sequence","170.00","",""
"06/12/2024 15:00:00 - 06/12/2024 16:00:00","BZN|CZ","Without Sequence","189.40","",""
"06/12/2024 16:00:00 - 06/12/2024 17:00:00","BZN|CZ","Without Sequence","170.00","",""
"06/12/2024 17:00:00 - 06/12/2024 18:00:00","BZN|CZ","Without Sequence","148.76","",""
"06/12/2024 18:00:00 - 06/12/2024 19:00:00","BZN|CZ","Without Sequence","150.86","",""
"06/12/2024 19:00:00 - 06/12/2024 20:00:00","BZN|CZ","Without Sequence","149.85","",""
"06/12/2024 20:00:00 - 06/12/2024 21:00:00","BZN|CZ","Without Sequence","125.04","",""
"06/12/2024 21:00:00 - 06/12/2024 22:00:00","BZN|CZ","Without Sequence","117.05","",""
"06/12/2024 22:00:00 - 06/12/2024 23:00:00","BZN|CZ","Without Sequence","134.57","",""
"06/12/2024 23:00:00 - 07/12/2024 00:00:00","BZN|CZ","Without Sequence","105.70","",""
"07/12/2024 00:00:00 - 07/12/2024 01:00:00","BZN|CZ","Without Sequence","96.53","",""
"07/12/2024 01:00:00 - 07/12/2024 02:00:00","BZN|CZ","Without Sequence","85.25","",""
"07/12/2024 02:00:00 - 07/12/2024 03:00:00","BZN|CZ","Without Sequence","77.99","",""
"07/12/2024 03:00:00 - 07/12/2024 04:00:00","BZN|CZ","Without Sequence","70.01","",""
"07/12/2024 04:00:00 - 07/12/2024 05:00:00","BZN|CZ","Without Sequence","72.01","",""
"07/12/2024 05:00:00 - 07/12/2024 06:00:00","BZN|CZ","Without Sequence","71.01","",""
"07/12/2024 06:00:00 - 07/12/2024 07:00:00","BZN|CZ","Without Sequence","100.00","",""
"07/12/2024 07:00:00 - 07/12/2024 08:00:00","BZN|CZ","Without Sequence","110.00","",""
"07/12/2024 08:00:00 - 07/12/2024 09:00:00","BZN|CZ","Without Sequence","134.70","",""
"07/12/2024 09:00:00 - 07/12/2024 10:00:00","BZN|CZ","Without Sequence","192.77","",""
"07/12/2024 10:00:00 - 07/12/2024 11:00:00","BZN|CZ","Without Sequence","183.75","",""
"07/12/2024 11:00:00 - 07/12/2024 12:00:00","BZN|CZ","Without Sequence","170.00","",""
"07/12/2024 12:00:00 - 07/12/2024 13:00:00","BZN|CZ","Without Sequence","158.71","",""
"07/12/2024 13:00:00 - 07/12/2024 14:00:00","BZN|CZ","Without Sequence","157.65","",""
"07/12/2024 14:00:00 - 07/12/2024 15:00:00","BZN|CZ","Without Sequence","157.37","",""
"07/12/2024 15:00:00 - 07/12/2024 16:00:00","BZN|CZ","Without Sequence","145.00","",""
"07/12/2024 16:00:00 - 07/12/2024 17:00:00","BZN|CZ","Without Sequence","110.00","",""
"07/12/2024 17:00:00 - 07/12/2024 18:00:00","BZN|CZ","Without Sequence","110.00","",""
"07/12/2024 18:00:00 - 07/12/2024 19:00:00","BZN|CZ","Without Sequence","102.00","",""
"07/12/2024 19:00:00 - 07/12/2024 20:00:00","BZN|CZ","Without Sequence","110.00","",""
"07/12/2024 20:00:00 - 07/12/2024 21:00:00","BZN|CZ","Without Sequence","102.00","",""
"07/12/2024 21:00:00 - 07/12/2024 22:00:00","BZN|CZ","Without Sequence","100.00","",""
"07/12/2024 22:00:00 - 07/12/2024 23:00:00","BZN|CZ","Without Sequence","100.00","",""
"07/12/2024 23:00:00 - 08/12/2024 00:00:00","BZN|CZ","Without Sequence","110.00","",""
"08/12/2024 00:00:00 - 08/12/2024 01:00:00","BZN|CZ","Without Sequence","94.92","",""
"08/12/2024 01:00:00 - 08/12/2024 02:00:00","BZN|CZ","Without Sequence","87.36","",""
"08/12/2024 02:00:00 - 08/12/2024 03:00:00","BZN|CZ","Without Sequence","87.48","",""
"08/12/2024 03:00:00 - 08/12/2024 04:00:00","BZN|CZ","Without Sequence","84.92","",""
"08/12/2024 04:00:00 - 08/12/2024 05:00:00","BZN|CZ","Without Sequence","85.75","",""
"08/12/2024 05:00:00 - 08/12/2024 06:00:00","BZN|CZ","Without Sequence","93.24","",""
"08/12/2024 06:00:00 - 08/12/2024 07:00:00","BZN|CZ","Without Sequence","93.76","",""
"08/12/2024 07:00:00 - 08/12/2024 08:00:00","BZN|CZ","Without Sequence","100.92","",""
"08/12/2024 08:00:00 - 08/12/2024 09:00:00","BZN|CZ","Without Sequence","102.46","",""
"08/12/2024 09:00:00 - 08/12/2024 10:00:00","BZN|CZ","Without Sequence","110.76","",""
"08/12/2024 10:00:00 - 08/12/2024 11:00:00","BZN|CZ","Without Sequence","113.01","",""
"08/12/2024 11:00:00 - 08/12/2024 12:00:00","BZN|CZ","Without Sequence","119.72","",""
"08/12/2024 12:00:00 - 08/12/2024 13:00:00","BZN|CZ","Without Sequence","120.00","",""
"08/12/2024 13:00:00 - 08/12/2024 14:00:00","BZN|CZ","Without Sequence","118.31","",""
"08/12/2024 14:00:00 - 08/12/2024 15:00:00","BZN|CZ","Without Sequence","117.04","",""
"08/12/2024 15:00:00 - 08/12/2024 16:00:00","BZN|CZ","Without Sequence","129.59","",""
"08/12/2024 16:00:00 - 08/12/2024 17:00:00","BZN|CZ","Without Sequence","147.16","",""
"08/12/2024 17:00:00 - 08/12/2024 18:00:00","BZN|CZ","Without Sequence","153.12","",""
"08/12/2024 18:00:00 - 08/12/2024 19:00:00","BZN|CZ","Without Sequence","157.97","",""
"08/12/2024 19:00:00 - 08/12/2024 20:00:00","BZN|CZ","Without Sequence","145.51","",""
"08/12/2024 20:00:00 - 08/12/2024 21:00:00","BZN|CZ","Without Sequence","141.03","",""
"08/12/2024 21:00:00 - 08/12/2024 22:00:00","BZN|CZ","Without Sequence","120.00","",""
"08/12/2024 22:00:00 - 08/12/2024 23:00:00","BZN|CZ","Without Sequence","106.30","",""
"08/12/2024 23:00:00 - 09/12/2024 00:00:00","BZN|CZ","Without Sequence","94.58","",""
"09/12/2024 00:00:00 - 09/12/2024 01:00:00","BZN|CZ","Without Sequence","71.90","",""
"09/12/2024 01:00:00 - 09/12/2024 02:00:00","BZN|CZ","Without Sequence","56.44","",""
"09/12/2024 02:00:00 - 09/12/2024 03:00:00","BZN|CZ","Without Sequence","35.24","",""
"09/12/2024 03:00:00 - 09/12/2024 04:00:00","BZN|CZ","Without Sequence","35.09","",""
"09/12/2024 04:00:00 - 09/12/2024 05:00:00","BZN|CZ","Without Sequence","41.17","",""
"09/12/2024 05:00:00 - 09/12/2024 06:00:00","BZN|CZ","Without Sequence","77.12","",""
"09/12/2024 06:00:00 - 09/12/2024 07:00:00","BZN|CZ","Without Sequence","147.51","",""
"09/12/2024 07:00:00 - 09/12/2024 08:00:00","BZN|CZ","Without Sequence","154.82","",""
"09/12/2024 08:00:00 - 09/12/2024 09:00:00","BZN|CZ","Without Sequence","152.38","",""
"09/12/2024 09:00:00 - 09/12/2024 10:00:00","BZN|CZ","Without Sequence","152.37","",""
"09/12/2024 10:00:00 - 09/12/2024 11:00:00","BZN|CZ","Without Sequence","152.26","",""
"09/12/2024 11:00:00 - 09/12/2024 12:00:00","BZN|CZ","Without Sequence","155.06","",""
"09/12/2024 12:00:00 - 09/12/2024 13:00:00","BZN|CZ","Without Sequence","150.76","",""
"09/12/2024 13:00:00 - 09/12/2024 14:00:00","BZN|CZ","Without Sequence","159.50","",""
"09/12/2024 14:00:00 - 09/12/2024 15:00:00","BZN|CZ","Without Sequence","160.47","",""
"09/12/2024 15:00:00 - 09/12/2024 16:00:00","BZN|CZ","Without Sequence","125.00","",""
"09/12/2024 16:00:00 - 09/12/2024 17:00:00","BZN|CZ","Without Sequence","115.00","",""
"09/12/2024 17:00:00 - 09/12/2024 18:00:00","BZN|CZ","Without Sequence","109.70","",""
"09/12/2024 18:00:00 - 09/12/2024 19:00:00","BZN|CZ","Without Sequence","106.27","",""
"09/12/2024 19:00:00 - 09/12/2024 20:00:00","BZN|CZ","Without Sequence","109.63","",""
"09/12/2024 20:00:00 - 09/12/2024 21:00:00","BZN|CZ","Without Sequence","97.07","",""
"09/12/2024 21:00:00 - 09/12/2024 22:00:00","BZN|CZ","Without Sequence","85.80","",""
"09/12/2024 22:00:00 - 09/12/2024 23:00:00","BZN|CZ","Without Sequence","125.40","",""
"09/12/2024 23:00:00 - 10/12/2024 00:00:00","BZN|CZ","Without Sequence","90.50","",""
"10/12/2024 00:00:00 - 10/12/2024 01:00:00","BZN|CZ","Without Sequence","94.46","",""
"10/12/2024 01:00:00 - 10/12/2024 02:00:00","BZN|CZ","Without Sequence","90.84","",""
